Sale Order Item Code,Sale Order Received,Original Sale Order Code,Item Name,Item SkuCode,Reverse Pickup No,Tracking No,Dispatched Date,Reference Code,Bulk Return Id,Reverse Pickup Created,Reverse Pickup Last Updated,Reverse Pickup Status,Reverse Pickup Action,Return Reason,Customer Image Url,Replacement Sale Order Code,Channel Name,Total Received Items,QC Comment,Reverse Pickup Created By,Putaway Code,Putaway Created By,Putaway Status,Putaway Last Updated,Courier Provider Name,Return Item Status,Shipping Courier Status,Shipping Tracking Status,Item Seal Id,Return Delivery Date,Channel Return Created Date,Return Courier Name,Return Remarks,Item Details
431670955354321100-1-0,2024-07-01 22:51:56,OD431670955354321100,HFT-22HH-F2,HFT-22HH-F2-36,RP2024-2546594,FMPR0595332360,2024-07-02 12:51:07,,,2024-07-09 16:28:59,2024-07-20 12:05:20,COURIER_ALLOCATED,WAC,SIZE_FIT_ISSUES,,,FLIPKART_BHIWANDI,2,,arpit.tiwari@xpressbees.com,PT6495096,arpit.tiwari@xpressbees.com,CREATED,2024-07-20 12:05:20,Ekart Logistics,GOOD_INVENTORY,CUSTOMER_RETURN-DELIVERED,CIR_DELIVERED_TO_SELLER,,2024-07-18 00:57:32,2024-07-09 16:28:59,,,
431670955354321100-1-1,2024-07-01 22:51:56,OD431670955354321100,HFT-22HH-H2,HFT-22HH-H2-36,RP2024-2546594,FMPR0595332360,2024-07-02 12:51:07,,,2024-07-09 16:28:59,2024-07-20 12:05:20,COURIER_ALLOCATED,WAC,SIZE_FIT_ISSUES,,,FLIPKART_BHIWANDI,2,,arpit.tiwari@xpressbees.com,PT6495096,arpit.tiwari@xpressbees.com,CREATED,2024-07-20 12:05:20,Ekart Logistics,GOOD_INVENTORY,CUSTOMER_RETURN-DELIVERED,CIR_DELIVERED_TO_SELLER,,2024-07-18 00:57:32,2024-07-09 16:28:59,,,
407-6423513-2233923-1,2024-06-16 21:27:21,407-6423513-2233923,HFT-H3T-MA_GM2_BL2,HFT-H3T-MA_GM2_BL2-24,RP2024-2546595,,2024-06-17 11:08:08,,,2024-07-09 18:44:41,2024-07-09 18:44:41,CREATED,WAC,Return To Origin,,,AMAZON_FLEX_API_BHIWANDI,1,,arpit.tiwari@xpressbees.com,PT5872242,arpit.tiwari@xpressbees.com,CREATED,2024-07-09 18:44:41,,BAD_INVENTORY,,,,,2024-07-09 18:44:41,,,
9992707019,2024-07-05 15:28:38,8a84152a-182a-4e80-bba7-8198283ed026,HFT-H3T-MA_GM2_BL2,HFT-H3T-MA_GM2_BL2-24,RP2024-2546596,MYSR1066122856,2024-07-06 12:56:22,,,2024-07-09 19:51:46,2024-08-01 10:19:20,COURIER_ALLOCATED,WAC,Size is too Large,,,MYNTRAPPMP_Bhiwandi,1,,arpit.tiwari@xpressbees.com,PT7263811,arpit.tiwari@xpressbees.com,CREATED,2024-08-01 10:19:20,ML,BAD_INVENTORY,CUSTOMER_RETURN-CONFIRMED,CIR_COURIER_ASSIGNED,,,2024-07-09 19:51:46,,,
59714760421,2024-07-02 20:51:11,59714760421,HFT-HBW02-LG,HFT-HBW02-LG-24,RP2024-2546597,24316582074057,2024-07-04 09:31:50,,,2024-07-09 20:24:22,2024-07-16 11:24:05,COURIER_ALLOCATED,WAC,i_have_an_issue_with_size_fit,,,SNAPDEAL_BODYGLOVE_BHIWANDI,1,,arpit.tiwari@xpressbees.com,PT6259877,arpit.tiwari@xpressbees.com,CREATED,2024-07-16 11:24:05,DUMMY,GOOD_INVENTORY,,NO_INFORMATION,,,2024-07-09 20:24:22,,,
35561181-1,2024-07-02 13:02:33,17199048600072914A,HFT-HBW02-CR,HFT-HBW02-CR-24,RP2024-2546598,24591793789292,2024-07-03 09:46:20,,,2024-07-09 20:32:55,2024-07-20 20:32:11,COURIER_ALLOCATED,WAC,Return expected on panel,,,JIOMART3P_API_BODYGLOVE_BHIWANDI,1,,,,,,,delhivery_jio,,CUSTOMER_RETURN-RETURN_DELIVERED,CIR_STATUS_NOT_DEFINED,,,2024-07-09 20:32:55,,,
171-0173155-4674759-1,2024-07-03 17:04:50,171-0173155-4674759,HFT-22HH-H1,HFT-22HH-H1-28,0f87da28-3268-4837-a57e-8d785d4bf6df,627188928249,2024-07-04 10:19:52,,,2024-07-09 21:28:28,2024-07-20 12:05:49,COURIER_ALLOCATED,WAC,Performance or quality not adequate,,,AMAZON_FLEX_API_BHIWANDI,1,,arpit.tiwari@xpressbees.com,PT6495097,arpit.tiwari@xpressbees.com,CREATED,2024-07-20 12:05:49,ATSIN,GOOD_INVENTORY,CUSTOMER_RETURN-DELIVERED,CIR_DELIVERED_TO_SELLER,,2024-07-18 18:23:51,2024-07-08 14:09:15,,,
331616963286818100-1-0,2024-06-25 16:51:43,OD331616963286818100,HFT-22HH-BU,HFT-22HH-BU-24,RP2024-2546599,FMPR0594707050,2024-06-26 12:49:44,,,2024-07-10 00:34:14,2024-07-21 15:46:30,COURIER_ALLOCATED,WAC,DAMAGED_PRODUCT,,,FLIPKART_BHIWANDI,2,,arpit.tiwari@xpressbees.com,PT6575007,arpit.tiwari@xpressbees.com,CREATED,2024-07-21 15:46:29,Ekart Logistics,GOOD_INVENTORY,CUSTOMER_RETURN-IN_TRANSIT,CIR_IN_TRANSIT,,,2024-07-10 00:34:14,,,
331616963286818100-1-1,2024-06-25 16:51:43,OD331616963286818100,HFT-22HH-JG,HFT-22HH-JG-24,RP2024-2546599,FMPR0594707050,2024-06-26 12:49:44,,,2024-07-10 00:34:14,2024-07-21 15:46:30,COURIER_ALLOCATED,WAC,DAMAGED_PRODUCT,,,FLIPKART_BHIWANDI,2,,arpit.tiwari@xpressbees.com,PT6575007,arpit.tiwari@xpressbees.com,CREATED,2024-07-21 15:46:29,Ekart Logistics,GOOD_INVENTORY,CUSTOMER_RETURN-IN_TRANSIT,CIR_IN_TRANSIT,,,2024-07-10 00:34:14,,,
331651645497987100-1,2024-06-29 17:21:47,OD331651645497987100,HFT-22HH-H2,HFT-22HH-H2-26,RP2024-2546600,FMPR0594320378,2024-06-30 11:43:48,,,2024-07-10 00:34:20,2024-07-20 11:59:01,COURIER_ALLOCATED,WAC,MISSHIPMENT,,,FLIPKART_BHIWANDI,1,,arpit.tiwari@xpressbees.com,PT6494092,arpit.tiwari@xpressbees.com,CREATED,2024-07-20 11:59:01,Ekart Logistics,GOOD_INVENTORY,CUSTOMER_RETURN-IN_TRANSIT,CIR_IN_TRANSIT,,,2024-07-10 00:34:20,,,
9991948900,2024-07-04 22:18:36,4ec6b42d-3cb0-424b-b8d0-5a35463c16d5,HFT-H3T-BL_FG2_GM,HFT-H3T-BL_FG2_GM-24,RP2024-2546601,MYSR1066230725,2024-07-05 14:34:34,,,2024-07-10 12:16:08,2024-07-29 16:31:44,COURIER_ALLOCATED,WAC,Size is too Large,,,MYNTRAPPMP_Bhiwandi,1,,arpit.tiwari@xpressbees.com,PT7114271,arpit.tiwari@xpressbees.com,CREATED,2024-07-29 16:31:44,ML,GOOD_INVENTORY,CUSTOMER_RETURN-CONFIRMED,CIR_COURIER_ASSIGNED,,,2024-07-10 12:16:08,,,
404-7138060-8208347-1,2024-07-03 23:48:23,404-7138060-8208347,HFT-H3T-NA2_TY_DG2,HFT-H3T-NA2_TY_DG2-36,3ab1cdc5-f2fd-4dbc-80d6-221ce3007d51,627185002058,2024-07-04 10:20:08,,,2024-07-10 13:03:10,2024-07-27 15:29:09,COURIER_ALLOCATED,WAC,Performance or quality not adequate,,,AMAZON_FLEX_API_BHIWANDI,1,,arpit.tiwari@xpressbees.com,PT6976537,arpit.tiwari@xpressbees.com,CREATED,2024-07-27 15:29:09,ATSIN,BAD_INVENTORY,CUSTOMER_RETURN-DELIVERED,CIR_DELIVERED_TO_SELLER,,2024-07-18 18:23:51,2024-07-07 11:32:34,,,
9992358657,2024-07-05 10:35:31,b4ca6217-5d9d-4a59-bf66-ffe56f5a84f4,HFT-HBW02-MU,HFT-HBW02-MU-26,RP2024-2546602,MYSR1066188207,2024-07-05 14:34:39,,,2024-07-10 13:15:46,2024-07-27 14:49:16,COURIER_ALLOCATED,WAC,Received a poor quality product,,,MYNTRAPPMP_Bhiwandi,1,,arpit.tiwari@xpressbees.com,PT6973613,arpit.tiwari@xpressbees.com,CREATED,2024-07-27 14:49:16,ML,GOOD_INVENTORY,CUSTOMER_RETURN-CONFIRMED,CIR_COURIER_ASSIGNED,,,2024-07-10 13:15:46,,,
331496300825993101-1-1,2024-06-15 02:12:31,OD331496300825993100,HFT-22HH-BU,HFT-22HH-BU-26,RP2024-2546603,,2024-06-17 14:15:41,,,2024-07-10 15:03:22,2024-07-10 15:03:25,CREATED,WAC,Return To Origin,,,FLIPKART_BHIWANDI,1,,arpit.tiwari@xpressbees.com,PT5922731,arpit.tiwari@xpressbees.com,CREATED,2024-07-10 15:03:23,,GOOD_INVENTORY,,,,,2024-07-10 15:03:22,,,
431669830205660100-1,2024-07-01 19:42:00,OD431669830205660100,HFT-23HW10_BL,HFT-23HW10_BL-30,RP2024-2546604,FMPR0595794895,2024-07-02 12:51:07,,,2024-07-10 16:43:16,2024-07-20 11:59:27,COURIER_ALLOCATED,WAC,SIZE_FIT_ISSUES,,,FLIPKART_BHIWANDI,1,,arpit.tiwari@xpressbees.com,PT6494094,arpit.tiwari@xpressbees.com,CREATED,2024-07-20 11:59:27,Ekart Logistics,GOOD_INVENTORY,CUSTOMER_RETURN-DELIVERED,CIR_DELIVERED_TO_SELLER,,2024-07-19 00:41:51,2024-07-10 16:43:16,,,
431658234001354100-1-1,2024-06-30 11:31:42,OD431658234001354100,HFT-22HH-JG,HFT-22HH-JG-26,RP2024-2546605,FMPR0595233755,2024-06-30 13:21:25,,,2024-07-10 20:36:43,2024-07-20 12:07:01,COURIER_ALLOCATED,WAC,QUALITY_ISSUES,,,FLIPKART_BHIWANDI,2,,arpit.tiwari@xpressbees.com,PT6495224,arpit.tiwari@xpressbees.com,CREATED,2024-07-20 12:07:01,Ekart Logistics,GOOD_INVENTORY,CUSTOMER_RETURN-DELIVERED,CIR_DELIVERED_TO_SELLER,,2024-07-18 00:57:29,2024-07-10 20:36:43,,,
431658234001354100-1-0,2024-06-30 11:31:42,OD431658234001354100,HFT-22HH-RU,HFT-22HH-RU-26,RP2024-2546605,FMPR0595233755,2024-06-30 13:21:25,,,2024-07-10 20:36:43,2024-07-20 12:07:01,COURIER_ALLOCATED,WAC,QUALITY_ISSUES,,,FLIPKART_BHIWANDI,2,,arpit.tiwari@xpressbees.com,PT6495224,arpit.tiwari@xpressbees.com,CREATED,2024-07-20 12:07:01,Ekart Logistics,GOOD_INVENTORY,CUSTOMER_RETURN-DELIVERED,CIR_DELIVERED_TO_SELLER,,2024-07-18 00:57:29,2024-07-10 20:36:43,,,
408-2639194-2402725-2,2024-07-07 23:54:42,408-2639194-2402725,HFT-HS523-SA_NA1_MA_ICS_TPG,HFT-HS523-SA_NA1_MA_ICS_TPG-24,c2495f35-eb44-412a-b46f-e05dee752518,627194814529,2024-07-08 11:39:30,,,2024-07-11 00:50:29,2024-07-21 15:48:38,COURIER_ALLOCATED,WAC,Performance or quality not adequate,,,AMAZON_FLEX_API_BHIWANDI,1,,arpit.tiwari@xpressbees.com,PT6575008,arpit.tiwari@xpressbees.com,CREATED,2024-07-21 15:48:38,ATSIN,GOOD_INVENTORY,CUSTOMER_RETURN-DELIVERED,CIR_DELIVERED_TO_SELLER,,2024-07-19 18:12:18,2024-07-09 21:42:58,,,
408-2639194-2402725-1,2024-07-07 23:54:42,408-2639194-2402725,HFT-H3P-GM2_TG2_RO2,HFT-H3P-GM2_TG2_RO2-24,68093521-0e10-451e-a0ea-748b5b73f143,627194834831,2024-07-08 11:39:30,,,2024-07-11 00:50:29,2024-07-21 15:48:38,COURIER_ALLOCATED,WAC,Performance or quality not adequate,,,AMAZON_FLEX_API_BHIWANDI,1,,arpit.tiwari@xpressbees.com,PT6575009,arpit.tiwari@xpressbees.com,CREATED,2024-07-21 15:48:38,ATSIN,GOOD_INVENTORY,CUSTOMER_RETURN-DELIVERED,CIR_DELIVERED_TO_SELLER,,2024-07-18 18:23:51,2024-07-09 21:44:07,,,
9996053276,2024-07-08 08:59:00,c8f1290e-d0c8-44d4-bd0f-9a46eaea2201,HFT-H3T-BL_FG2_GM,HFT-H3T-BL_FG2_GM-24,RP2024-2546606,MYSR1066384474,2024-07-08 12:49:36,,,2024-07-11 10:41:59,2024-07-27 14:48:29,COURIER_ALLOCATED,WAC,I did not like the fit,,,MYNTRAPPMP_Bhiwandi,1,,arpit.tiwari@xpressbees.com,PT6973610,arpit.tiwari@xpressbees.com,CREATED,2024-07-27 14:48:29,ML,GOOD_INVENTORY,CUSTOMER_RETURN-CONFIRMED,CIR_COURIER_ASSIGNED,,,2024-07-11 10:41:59,,,
407-5558536-6013949-2,2024-07-02 23:46:18,407-5558536-6013949,HFT-22HH-OL,HFT-22HH-OL-36,d87a6a62-9c01-45ab-b936-bef6fb54a40f,627194315316,2024-07-03 10:51:49,,,2024-07-11 10:55:43,2024-07-27 15:29:49,COURIER_ALLOCATED,WAC,Item not as shown by photo on website,,,AMAZON_FLEX_API_BHIWANDI,1,,arpit.tiwari@xpressbees.com,PT6976538,arpit.tiwari@xpressbees.com,CREATED,2024-07-27 15:29:49,ATSIN,GOOD_INVENTORY,CUSTOMER_RETURN-DELIVERED,CIR_DELIVERED_TO_SELLER,,2024-07-18 18:23:51,2024-07-09 19:40:41,,,
9992672857,2024-07-05 14:57:02,89f7f65c-e5c5-4544-8f93-74c4788a1f2d,HFT-HBW02-MU,HFT-HBW02-MU-30,RP2024-2546607,MYER1014294550,2024-07-05 15:37:05,,,2024-07-11 11:54:45,2024-07-30 14:06:25,COURIER_ALLOCATED,WAC,Received a poor quality product,,,MYNTRAPPMP_Bhiwandi,1,,arpit.tiwari@xpressbees.com,PT7178357,arpit.tiwari@xpressbees.com,CREATED,2024-07-30 14:06:25,ML,GOOD_INVENTORY,CUSTOMER_RETURN-CONFIRMED,CIR_COURIER_ASSIGNED,,,2024-07-11 11:54:45,,,
9994027817,2024-07-06 17:10:33,b672b88d-b482-40d9-9dfc-fafbfc84ff5c,HFT-H3T-NA2_TY_DG2,HFT-H3T-NA2_TY_DG2-36,RP2024-2546608,MYSR1066470034,2024-07-07 12:21:57,,,2024-07-11 16:27:16,2024-07-21 15:44:19,COURIER_ALLOCATED,WAC,Size is too Small,,,MYNTRAPPMP_Bhiwandi,1,,arpit.tiwari@xpressbees.com,PT6574975,arpit.tiwari@xpressbees.com,CREATED,2024-07-21 15:44:19,ML,GOOD_INVENTORY,CUSTOMER_RETURN-CONFIRMED,CIR_COURIER_ASSIGNED,,,2024-07-11 16:27:16,,,
331675342669853100-1,2024-07-02 11:02:04,OD331675342669853100,HFT-22H1T_GM2,HFT-22H1T_GM2-28,RP2024-2546609,FMPR0596198943,2024-07-02 12:51:21,,,2024-07-11 16:42:13,2024-07-27 14:52:10,COURIER_ALLOCATED,WAC,SIZE_FIT_ISSUES,,,FLIPKART_BHIWANDI,1,,arpit.tiwari@xpressbees.com,PT6973620,arpit.tiwari@xpressbees.com,CREATED,2024-07-27 14:52:10,Ekart Logistics,GOOD_INVENTORY,CUSTOMER_RETURN-IN_TRANSIT,CIR_IN_TRANSIT,,,2024-07-11 16:42:13,,,
9993803287-0,2024-07-06 13:46:26,d3ba7cc8-05a7-475c-a783-565c85d8c96b,HFT-22HH-F2,HFT-22HH-F2-30,RP2024-2546610,MYSR1066487352,2024-07-06 14:45:48,,,2024-07-11 16:58:48,2024-07-31 17:48:42,COURIER_ALLOCATED,WAC,It did not look good on me,,,MYNTRAPPMP_Bhiwandi,2,,arpit.tiwari@xpressbees.com,PT7249891,arpit.tiwari@xpressbees.com,CREATED,2024-07-31 17:48:41,ML,GOOD_INVENTORY,CUSTOMER_RETURN-CONFIRMED,CIR_COURIER_ASSIGNED,,,2024-07-11 16:58:48,,,
9993803287-1,2024-07-06 13:46:26,d3ba7cc8-05a7-475c-a783-565c85d8c96b,HFT-22HH-JG,HFT-22HH-JG-30,RP2024-2546610,MYSR1066487352,2024-07-06 14:45:48,,,2024-07-11 16:58:48,2024-07-31 17:48:42,COURIER_ALLOCATED,WAC,It did not look good on me,,,MYNTRAPPMP_Bhiwandi,2,,arpit.tiwari@xpressbees.com,PT7249891,arpit.tiwari@xpressbees.com,CREATED,2024-07-31 17:48:41,ML,GOOD_INVENTORY,CUSTOMER_RETURN-CONFIRMED,CIR_COURIER_ASSIGNED,,,2024-07-11 16:58:48,,,
407-8876689-9865966-1,2024-07-03 03:45:22,407-8876689-9865966,HFT-22HH-ON,HFT-22HH-ON-28,9f4e599c-1401-4576-9ad9-30b639234f84,14931176204011,2024-07-04 10:19:21,,,2024-07-11 18:05:36,2024-07-21 15:45:53,COURIER_ALLOCATED,WAC,Too small,,,AMAZON_FLEX_API_BHIWANDI,1,,arpit.tiwari@xpressbees.com,PT6575004,arpit.tiwari@xpressbees.com,CREATED,2024-07-21 15:45:53,DLV,GOOD_INVENTORY,CUSTOMER_RETURN-DELIVERED,CIR_DELIVERED_TO_SELLER,,2024-07-15 21:25:29,2024-07-10 14:55:44,,,
9994060608,2024-07-06 17:40:34,921425c9-b9f9-4f96-94e5-133c2a7b598c,HFT-HBW02-LG,HFT-HBW02-LG-26,RP2024-2546611,MYSR1066364893,2024-07-07 12:21:57,,,2024-07-11 18:39:08,2024-07-31 17:48:50,COURIER_ALLOCATED,WAC,Received a poor quality product,,,MYNTRAPPMP_Bhiwandi,1,,arpit.tiwari@xpressbees.com,PT7249892,arpit.tiwari@xpressbees.com,CREATED,2024-07-31 17:48:50,ML,GOOD_INVENTORY,CUSTOMER_RETURN-CONFIRMED,CIR_COURIER_ASSIGNED,,,2024-07-11 18:39:08,,,
431546306054743101-1,2024-06-25 14:21:47,OD431546306054743100,HFT-22HH-ON,HFT-22HH-ON-28,RP2024-2546612,,2024-06-26 15:20:44,,,2024-07-11 19:01:41,2024-07-11 19:01:41,CREATED,WAC,Return To Origin,,,FLIPKART_BHIWANDI,1,,arpit.tiwari@xpressbees.com,PT5991474,arpit.tiwari@xpressbees.com,CREATED,2024-07-11 19:01:41,,GOOD_INVENTORY,,,,,2024-07-11 19:01:41,,,
171-5495695-3381914-1,2024-06-26 14:33:09,171-5495695-3381914,HFT-H5P-8_17_CS1_20_13,HFT-H5P-8_17_CS1_20_13-28,RP2024-2546613,,2024-06-27 09:09:49,,,2024-07-11 19:01:42,2024-07-11 19:01:42,CREATED,WAC,Return To Origin,,,AMAZON_FLEX_API_BHIWANDI,1,,arpit.tiwari@xpressbees.com,PT5991475,arpit.tiwari@xpressbees.com,CREATED,2024-07-11 19:01:42,,GOOD_INVENTORY,,,,,2024-07-11 19:01:42,,,
35533501-1,2024-07-01 03:02:07,17197824660011744M,BUL-23BDS-5BE,BUL-23BDS-5BE-L,RP2024-2546614,,2024-07-01 09:56:51,,,2024-07-11 19:01:43,2024-07-11 19:01:43,CREATED,WAC,Return To Origin,,,JIOMART3P_API_BODYGLOVE_BHIWANDI,1,,arpit.tiwari@xpressbees.com,PT5991476,arpit.tiwari@xpressbees.com,CREATED,2024-07-11 19:01:42,,GOOD_INVENTORY,,,,,2024-07-11 19:01:43,,,
9997275012,2024-07-09 10:43:52,96d362b4-a499-4322-ba81-789cc861d8f7,HFT-H3T-NA_SB2_TY2,HFT-H3T-NA_SB2_TY2-24,RP2024-2546615,MYSR1066376979,2024-07-09 12:52:45,,,2024-07-11 19:45:48,2024-08-07 17:37:38,COURIER_ALLOCATED,WAC,Size is too Large,,,MYNTRAPPMP_Bhiwandi,1,,arpit.tiwari@xpressbees.com,PT7314050,arpit.tiwari@xpressbees.com,CREATED,2024-08-07 17:37:38,ML,BAD_INVENTORY,CUSTOMER_RETURN-CONFIRMED,CIR_COURIER_ASSIGNED,,,2024-07-11 19:45:48,,,
331705292100388100-1,2024-07-05 22:20:58,OD331705292100388100,BUL-B3P-10_2B_16B,BUL-B3P-10_2B_16B-S,RP2024-2546616,FMPR0596493659,2024-07-06 12:53:42,,,2024-07-11 20:37:41,2024-07-21 00:20:44,COURIER_ALLOCATED,WAC,CUSTOMER_REMORSE,,,FLIPKART_BHIWANDI,1,,arpit.tiwari@xpressbees.com,PT6495095,arpit.tiwari@xpressbees.com,CREATED,2024-07-20 12:05:14,Ekart Logistics,GOOD_INVENTORY,CUSTOMER_RETURN-DELIVERED,CIR_DELIVERED_TO_SELLER,,2024-07-21 00:20:44,2024-07-11 20:37:41,,,
402-4823476-0821104-1,2024-07-07 23:54:57,402-4823476-0821104,HFT-223HW10-BL_BE,HFT-223HW10-BL_BE-24,0f9eca06-2ed2-4f58-a3de-e2e99e927d5f,627196157501,2024-07-08 11:39:30,,,2024-07-11 22:39:07,2024-07-21 15:46:17,COURIER_ALLOCATED,WAC,Defective/Does not work properly,,,AMAZON_FLEX_API_BHIWANDI,1,,arpit.tiwari@xpressbees.com,PT6575006,arpit.tiwari@xpressbees.com,CREATED,2024-07-21 15:46:17,ATSIN,GOOD_INVENTORY,CUSTOMER_RETURN-DELIVERED,CIR_DELIVERED_TO_SELLER,,2024-07-18 18:23:51,2024-07-10 11:34:34,,,
405-0184233-1421137-1,2024-07-03 23:52:16,405-0184233-1421137,HFT-23HCS10-BLG_PBLG,HFT-23HCS10-BLG_PBLG-28,9c943b87-0bc6-40c7-8841-b7b8fa16e18c,627198694806,2024-07-04 10:20:08,,,2024-07-12 10:45:07,2024-07-20 12:04:49,COURIER_ALLOCATED,WAC,Did not like color,,,AMAZON_FLEX_API_BHIWANDI,1,,arpit.tiwari@xpressbees.com,PT6495090,arpit.tiwari@xpressbees.com,CREATED,2024-07-20 12:04:49,ATSIN,GOOD_INVENTORY,CUSTOMER_RETURN-DELIVERED,CIR_DELIVERED_TO_SELLER,,2024-07-18 18:23:51,2024-07-10 21:56:27,,,
431735534185214400-1,2024-07-09 10:12:07,OD431735534185214400,HFT-VP3-017_012_016,HFT-VP3-017_012_016-36,RP2024-2546617,FMPR0596509838,2024-07-09 16:53:01,,,2024-07-12 20:40:52,2024-07-21 00:20:45,COURIER_ALLOCATED,WAC,SIZE_FIT_ISSUES,,,FLIPKART_BHIWANDI,1,,arpit.tiwari@xpressbees.com,PT6496578,arpit.tiwari@xpressbees.com,CREATED,2024-07-20 12:55:29,Ekart Logistics,GOOD_INVENTORY,CUSTOMER_RETURN-DELIVERED,CIR_DELIVERED_TO_SELLER,,2024-07-21 00:20:45,2024-07-12 20:40:52,,,
402-7832414-8744350-1-0,2024-07-09 03:07:22,402-7832414-8744350,HFT-22HH-H2,HFT-22HH-H2-36,7b50fad9-e677-4f60-a865-e4b865dd4e7a,627202430932,2024-07-10 09:28:25,,,2024-07-13 00:06:04,2024-07-30 10:27:40,COURIER_ALLOCATED,WAC,Too small,,,AMAZON_FLEX_API_BHIWANDI,2,,arpit.tiwari@xpressbees.com,PT7167841,arpit.tiwari@xpressbees.com,CREATED,2024-07-30 10:27:39,ATSIN,GOOD_INVENTORY,CUSTOMER_RETURN-DELIVERED,CIR_DELIVERED_TO_SELLER,,2024-07-18 18:23:51,2024-07-11 21:36:49,,,
402-7832414-8744350-1-1,2024-07-09 03:07:22,402-7832414-8744350,HFT-22HH-ON,HFT-22HH-ON-36,7b50fad9-e677-4f60-a865-e4b865dd4e7a,627202430932,2024-07-10 09:28:25,,,2024-07-13 00:06:04,2024-07-30 10:27:40,COURIER_ALLOCATED,WAC,Too small,,,AMAZON_FLEX_API_BHIWANDI,2,,arpit.tiwari@xpressbees.com,PT7167841,arpit.tiwari@xpressbees.com,CREATED,2024-07-30 10:27:39,ATSIN,GOOD_INVENTORY,CUSTOMER_RETURN-DELIVERED,CIR_DELIVERED_TO_SELLER,,2024-07-18 18:23:51,2024-07-11 21:36:49,,,
402-7719816-8907502-1,2024-07-05 19:20:19,402-7719816-8907502,BUL-23BDS-2ICC,BUL-23BDS-2ICC-M,29dd26a0-3be7-42fe-b4b2-f21754e6eee5,627201184249,2024-07-06 10:57:07,,,2024-07-13 00:07:38,2024-07-27 15:30:39,COURIER_ALLOCATED,WAC,Different from what was ordered,,,AMAZON_FLEX_API_BHIWANDI,1,,arpit.tiwari@xpressbees.com,PT6976540,arpit.tiwari@xpressbees.com,CREATED,2024-07-27 15:30:39,ATSIN,BAD_INVENTORY,CUSTOMER_RETURN-DELIVERED,CIR_DELIVERED_TO_SELLER,,2024-07-18 18:23:51,2024-07-11 16:36:37,,,
59755275746-0,2024-07-06 14:11:52,59755275746,HFT-22HH-F3,HFT-22HH-F3-32,RP2024-2546618,4608535156261,2024-07-08 10:09:04,,,2024-07-13 00:35:03,2024-07-27 11:12:55,COURIER_ALLOCATED,WAC,i_have_an_issue_with_size_fit,,,SNAPDEAL_BODYGLOVE_BHIWANDI,2,,arpit.tiwari@xpressbees.com,PT6965706,arpit.tiwari@xpressbees.com,CREATED,2024-07-27 11:12:55,DUMMY,GOOD_INVENTORY,,NO_INFORMATION,,,2024-07-13 00:35:03,,,
59755275746-1,2024-07-06 14:11:52,59755275746,HFT-22HH-H1,HFT-22HH-H1-32,RP2024-2546618,4608535156261,2024-07-08 10:09:04,,,2024-07-13 00:35:03,2024-07-27 11:12:55,COURIER_ALLOCATED,WAC,i_have_an_issue_with_size_fit,,,SNAPDEAL_BODYGLOVE_BHIWANDI,2,,arpit.tiwari@xpressbees.com,PT6965706,arpit.tiwari@xpressbees.com,CREATED,2024-07-27 11:12:55,DUMMY,GOOD_INVENTORY,,NO_INFORMATION,,,2024-07-13 00:35:03,,,
9993017843,2024-07-05 20:09:59,daa870c3-3fb5-4f83-a79c-24821c501781,HFT-H3T-BL_FG2_GM,HFT-H3T-BL_FG2_GM-24,RP2024-2546619,MYSR1066686174,2024-07-06 12:56:22,,,2024-07-13 13:23:46,2024-07-27 11:14:21,COURIER_ALLOCATED,WAC,Size is too Large,,,MYNTRAPPMP_Bhiwandi,1,,arpit.tiwari@xpressbees.com,PT6965707,arpit.tiwari@xpressbees.com,CREATED,2024-07-27 11:14:21,ML,GOOD_INVENTORY,CUSTOMER_RETURN-CONFIRMED,CIR_COURIER_ASSIGNED,,,2024-07-13 13:23:46,,,
407-3406874-9046715-1,2024-07-03 15:53:45,407-3406874-9046715,HFT-22HH-OL,HFT-22HH-OL-36,34785659-cd60-4923-a06c-3ea59651005c,627187727171,2024-07-04 10:19:52,,,2024-07-13 14:42:23,2024-07-20 12:03:47,COURIER_ALLOCATED,WAC,Too large,,,AMAZON_FLEX_API_BHIWANDI,1,,arpit.tiwari@xpressbees.com,PT6495089,arpit.tiwari@xpressbees.com,CREATED,2024-07-20 12:03:47,ATSIN,GOOD_INVENTORY,CUSTOMER_RETURN-DELIVERED,CIR_DELIVERED_TO_SELLER,,2024-07-19 18:12:18,2024-07-06 22:16:21,,,
9997231444,2024-07-09 09:56:42,149cb07e-648f-4786-b702-359d71cef378,HFT-HBW02-LG,HFT-HBW02-LG-26,RP2024-2546620,MYSR1066754569,2024-07-09 12:52:45,,,2024-07-13 15:05:59,2024-07-27 14:53:31,COURIER_ALLOCATED,WAC,Received a poor quality product,,,MYNTRAPPMP_Bhiwandi,1,,arpit.tiwari@xpressbees.com,PT6973624,arpit.tiwari@xpressbees.com,CREATED,2024-07-27 14:53:31,ML,GOOD_INVENTORY,CUSTOMER_RETURN-CONFIRMED,CIR_COURIER_ASSIGNED,,,2024-07-13 15:05:59,,,
